1.431131895950287003e+01 -9.923599902787776372e-01 -2.430414332036920921e+00 -2.815269090894615633e+00 -1.940779122345959173e+00 -1.291190408537010192e+01 -1.979489125066540511e+00 -6.395119662239840963e-01 -6.605029214234309443e+00 -2.922071691028613305e+00
-3.992963120030963875e+00 6.564968354140988005e+00 -4.457724565452496179e+00 -4.736670620155703837e+00 -6.568726955271991130e+00 -8.089247973484097187e+00 -3.687042110361410607e+00 -5.127102184480499147e+00 -1.220429868990308186e+01 -8.497624597549798153e+00
-5.041929756041620081e+00 -1.754999720956704756e+00 8.350454510958606136e+00 -3.877750244064591900e+00 -6.603535452595040489e+00 -6.153647921589143976e+00 -5.840693626233856683e+00 -4.424669485512883860e+00 -1.079757384660858577e+01 -7.379364145732190572e+00
-3.338760199434222198e+00 -1.244369727559028860e+00 -3.196288339402513667e+00 7.666555590303637757e+00 -3.815030369377432784e+00 -2.642980243504560622e+00 -2.827233871037712731e+00 -2.451938609637382527e+00 -8.257501138317966394e+00 -4.451299206287065324e+00
-1.169456694194474844e+00 -1.251961135147047210e+00 -7.759010034067306272e-01 -2.060199947242969731e+00 2.249296776619971538e+01 -2.546668494261859372e+00 -4.501049044666385335e+00 -2.327730055942056175e+00 -5.200258272402503046e+00 -1.219820504743020173e+01
-3.354201648760219978e-01 -1.220062829847647468e+00 -3.153183234899337162e+00 -4.500985533879950040e+00 -3.696365039350732129e+00 1.989500824146204039e+01 -1.929349410227223283e+00 -1.976771893638253008e+00 -1.057084567016236676e+01 -5.210502380006499124e+00
-4.899549542391771872e+00 -1.570068046279866181e+00 -3.446649498917726984e+00 -2.966969526022249060e+00 -5.001863610237912816e+00 -8.280842423734313229e+00 1.109318947121398224e+01 -3.614827574392351028e+00 -1.023196242642278087e+01 -7.902930428235269922e+00
-3.373922385174815020e+00 -1.194008560897657167e+00 -1.781700952824311956e+00 -3.914625703825687975e+00 -3.351242670857255135e+00 -2.591072983467651802e+00 -1.563374306431728034e+00 1.459344389347058879e+01 -5.238599929931575083e+00 -1.313465778069589440e+01
-1.333691739334813275e-01 -1.484969134336736163e+00 -1.116340956663944617e+00 -1.404915403744285918e+00 -3.302919306081197437e+00 2.404249396865823840e+00 -2.076357038613270423e-01 -2.060337643188164591e+00 1.580456092709003890e+01 -3.311951597249081836e+00
-2.629327909738445435e+00 -9.124298604176570571e-01 -1.232903618519014532e+00 -2.625111265659187509e+00 1.721373240502049429e+00 -3.083930464749040201e+00 -2.703732352645560333e+00 1.508409247534847175e+00 -6.178431875345986590e+00 1.816586243486521113e+01
